studyday,roomalias,Record_ID,Time,MDRO_Status__choice_Non_MDRO_,MDRO_Status__choice_Contact_,MDRO_Status__choice_Contact_Plus,MDRO_Status__choice_Droplet_,MDRO_Status__choice_Airborne_,MDRO_Status__choice_AFB_,Prior_Day_Room_Status__choice_No,Prior_Day_Room_Status__choice_Co,VAR13,Prior_Day_Room_Status__choice_Dr,Prior_Day_Room_Status__choice_Ai,Prior_Day_Room_Status__choice_AF,Prior_Day_Room_Status__choice_Un,Sample_Surface__choice_Table_,Sample_Surface__choice_Bedrail_,Sample_Surface__choice_Computer,Sample_Surface__choice_Toilet_ar,Sample_Surface__choice_Door_hand,Sample_Surface__choice_Composit,VAR24,VAR25,Sample_Surface__choice_Ventilato,Sample_Surface__choice_Sink_Area,Table_Sample_Label,Bedrail_Sample_Label,Computer_area_and_cart_Sample_La,Toilet_area_Sample_Label,Door_Handle_Sample_Label,Composite_Zone_1_Near_Patient_Sa,Composite_Zone_2_HCW_Sample_Labe,Composite_Zone_3_Toilet_Sample_L,Ventilator_Sample_Label,Sink_Sample_Label,Comments,Complete_
8,2534,130,10:25:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 115,U - Z2 - 115,U - Z3 - 115,,,Same pt. Patient #62,Complete
49,2534,793,12:35:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 737,U - Z2 - 737,U - Z3 - 737,,,same pt,Complete
3,2534,45,10:57:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 039,,,,,Patient sample #16,Complete
9,2534,142,9:50:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 125,U - Z2 - 125,U - Z3 - 125,,,Patient sample #69,Complete
37,2534,602,10:47:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 552,,,,,Patient sample #246,Complete
50,4994,806,11:04:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 069,U - BR - 069,U - CC - 069,U - TO - 069,U - DH - 069,,,,,,,Complete
38,4994,616,8:20:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 055,U - BR - 055,U - CC - 055,U - TO - 055,U - DH - 055,,,,,,,Complete
47,4994,754,9:50:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 066,U - BR - 066,U - CC - 066,U - TO - 066,U - DH - 066,,,,,,same pt,Complete
4,4994,56,11:26:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 007,U - BR - 007,U - CC - 007,U - TO - 007,U - DH - 007,,,,,,Refused patient sampling,Complete
54,4994,884,10:55:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 073,U - BR - 073,U - CC - 073,U - TO - 073,U - DH - 073,,,,,,,Complete
32,4994,516,9:16:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 049,U - BR - 049,U - CC - 049,U - TO - 049,U - DH - 049,,,,,,,Complete
30,4994,483,11:45:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,U - TB - 046,U - BR - 046,U - CC - 046,U - TO - 046,U - DH - 046,,,,,U,Sink sample included gel and soap,Complete
25,4994,393,14:30:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 041,U - BR - 041,U - CC - 041,U - TO - 041,U - DH - 041,,,,,,,Complete
40,4994,644,11:35:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 057,U - BR - 057,U - CC - 057,U - TO - 057,U - DH - 057,,,,,,,Complete
14,4994,224,14:23:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 026,U - BR - 026,U - CC - 026,U - TO - 026,U - DH - 026,,,,,,"same pt, no IV pole",Complete
28,4994,449,11:30:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 044,U - BR - 044,U - CC - 044,U - TO - 044,U - DH - 044,,,,,,,Complete
45,4994,732,9:25:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 063,U - BR - 063,U - CC - 063,U - TO - 063,U - DH - 063,,,,,,same pt,Complete
33,4994,530,8:50:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 050,U - BR - 050,U - CC - 050,U - TO - 050,U - DH - 050,,,,,,same pt,Complete
51,4994,827,9:47:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 070,U - BR - 070,U - CC - 070,U - TO - 070,U - DH - 070,,,,,,,Complete
15,4994,249,12:00:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 027,U - BR - 027,U - CC - 027,U - TO - 027,U - DH - 027,,,,,,same pt,Complete
44,4994,709,9:56:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 062,U - BR - 062,U - CC - 062,U - TO - 062,U - DH - 062,,,,,,,Complete
27,4994,429,11:14:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 043,U - BR - 043,U - BR - 043,U - BR - 043,U - BR - 043,,,,,,,Complete
12,4994,191,13:12:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 024,U - BR - 024,U - CC - 024,U - TO - 024,U - DH - 024,,,,,,Bedrail sample collected at 15:00,Complete
22,4994,344,11:07:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 038,U - BR - 038,U - CC - 038,U - TO - 038,U - DH - 038,,,,,,,Complete
43,4994,694,10:37:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 061,U - BR - 061,U - CC - 061,U - TO - 061,U - DH - 061,,,,,,,Complete
3,4994,39,13:00:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 006,U - BR - 006,U - CC - 006,U - TO - 006,U - DH - 006,,,,,,Refused pt sample,Complete
42,4994,676,12:59:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 059,U - BR - 059,U - CC - 059,U - TO - 059,U - DH - 059,,,,,,same pt,Complete
23,4994,361,11:25:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 039,U - BR - 039,U - CC - 039,U - TO - 039,U - DH - 039,,,,,,computer was collected at 13:08,Complete
55,4994,921,14:18:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 858,,,,,,Complete
24,4994,377,13:50:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 040,U - BR - 040,U - CC - 040,U - TO - 040,U - DH - 040,,,,,,no IV pole,Complete
20,4994,316,11:16:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 036,U - BR - 036,U - CC - 036,U - TO - 036,U - DH - 036,,,,,,,Complete
56,4994,926,10:44:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 074,U - BR - 074,U - CC - 074,U - TO - 074,U - DH - 074,,,,,,same pt,Complete
11,4994,174,13:00:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 023,U - BR - 023,U - CC - 023,U - TO - 023,U - DH - 023,,,,,,same pt. pt declined sampling,Complete
46,4994,737,9:37:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 064,U - BR - 064,U - CC - 064,U - TO - 064,U - DH - 064,,,,,,,Complete
26,4994,411,11:10:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 042,U - BR - 042,U - CC - 042,U - TO - 042,U - DH - 042,,,,,,same pt,Complete
21,4994,332,14:05:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 037,U - BR - 037,U - CC - 037,U - TO - 037,U - DH - 037,,,,,,same pt,Complete
48,4994,771,10:40:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 067,U - BR - 067,U - CC - 067,U - TO - 067,U - DH - 067,,,,,,sampled the bed rails with TB spo,Complete
29,4994,466,13:15:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 045,U - BR - 045,U - CC - 045,U - TO - 045,U - DH - 045,,,,,,same pt,Complete
17,4994,267,11:03:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 033,U - BR - 033,U - CC - 033,U - TO - 033,U - DH - 033,,,,,,Patient sample #109,Complete
18,4994,284,11:30:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 034,U - BR - 034,U - CC - 034,U - TO - 034,U - DH - 034,,,,,,"same pt, declined sampling",Complete
39,4994,631,9:15:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 056,U - BR - 056,U - CC - 056,U - TO - 056,U - DH - 056,,,,,,,Complete
7,4994,110,14:30:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 013,U - BR - 013,U - CC - 013,U - TO - 013,U - DH - 013,,,,,,Declined patient sampling,Complete
10,4994,156,12:10:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 020,U - BR 0 020,U - CC - 020,U - TO - 020,U - DH - 020,,,,,,Same pt,Complete
8,4994,126,14:30:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 016,U - BR - 016,U - CC - 016,U - TO - 016,U - DH - 016,,,,,,Pt declined pt sampling,Complete
1,4994,1,11:45:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 001,U - BR - 001,U - CC - 001,U - TO - 001,U - DH - 001,,,,,,,Complete
37,4994,595,14:35:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 054,U - BR - 054,U - CC - 054,U - TO - 054,U - DH - 054,,,,,,No IV pole,Complete
19,4994,301,15:35:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,U - TB - 035,U - BR - 035,U - CC - 035,U - TO - 035,U - DH - 035,,,,,U,No pt sample,Complete
2,4994,19,11:04:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 003,U - BR - 003,U - CC - 003,U - TO - 003,U - DH - 003,,,,,,,Complete
9,4994,140,13:27:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 018,U - BR - 018,U - CC - 018,U - TO - 018,U - DH - 018,,,,,,Same pt.,Complete
49,4994,789,12:45:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - BR - 068,U - TB - 068,U - CC - 068,U - TO - 068,U - DH - 068,,,,,,same pt,Complete
53,4994,864,9:52:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 072,U - BR - 072,U - CC - 072,U - TO - 072,U - DH - 072,,,,,,,Complete
35,4994,562,11:07:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 052,U - BR - 052,U - CC - 052,U - TO - 052,U - DH - 052,,,,,,same pt,Complete
5,4994,74,11:50:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 009,U - BR - 009,U - CC - 009,U - TO - 009,U - DH - 009,,,,,,Patient refused patient sampling,Complete
13,4994,208,12:12:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 025,U - BR - 025,U - CC - 025,U - TO - 025,U - DH - 025,,,,,,,Complete
34,4994,545,16:11:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 051,U - BR - 051,U - CC - 051,U - TO - 051,U - DH - 051,,,,,,same pt,Complete
36,4994,578,14:00:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,U - TB - 053,U - BR - 053,U - CC - 053,U - TO - 053,U - DH - 053,,,,,U,same pt,Complete
52,4994,846,9:40:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 071,U - BR - 071,U - CC - 071,U - TO - 071,U - DH - 071,,,,,,,Complete
31,4994,502,9:45:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,U - TB - 048,U - BR - 048,U - CC - 048,U - TO - 048,U - DH - 048,,,,,U,,Complete
6,4994,92,9:50:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,U - TB - 011,,U - CC - 011,U - TO - 011,U - DH - 011,,,,,U,U - TB - 011 is a bed and table s,Complete
16,4994,251,11:29:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 030,U - BR - 030,U - CC - 030,U - TO - 030,U - DH - 030,,,,,,refused pt sampling,Complete
41,4994,660,10:35:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,U - TB - 058,U - BR - 058,U - CC - 058,U - TO - 058,U - DH - 058,,,,,,same pt,Complete
46,8541,741,10:28:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 688,U - Z2 - 688,U - Z3 - 688,,,,Complete
56,8541,931,10:50:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 867,,U - Z3 - 867,,,,Complete
11,8541,181,10:50:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 161,,,,,Same pt. declined sampling,Complete
47,8541,762,10:21:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 708,,,,,same pt,Complete
38,8541,630,9:30:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 578,,,,,same pt,Complete
34,8541,550,11:40:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 505,U - Z2 - 505,U - Z3 - 505,,,same pt.,Complete
52,8541,857,12:10:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,,,,,,,,U - Z3 - 798,,,same pt,Complete
14,8541,229,14:50:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 206,U - Z2 - 206,U - Z3 - 206,,,new pt,Complete
37,8541,609,10:27:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 559,,,,,,Complete
